track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart,bpm,key,mode,danceability%,positiveness%,energy%,acousticness%,instrumentalness%,liveness%,speechness%
MONEY,123681809,LISA,spotify:track:7hU3IHwjX150XLoTVmjD0q,YG Entertainment,1,1,-1,154,140,C#,Minor,83,40,55,16,0,15,22
MONOPOLY (with Victoria Monét),162392,"Ariana Grande, Victoria Monét",spotify:track:6tsOcBnaKgzK22yEiqRh8P,Republic Records,43,43,-1,3,144,C,Major,89,70,51,70,0,11,38
MONTERO (Call Me By Your Name),4547250,Lil Nas X,spotify:track:1SC5rEoYDGUK4NfG82494W,Columbia,22,22,-1,44,179,G#,Minor,59,71,50,29,0,40,22
MOONLIGHT SUNRISE,510992,TWICE,spotify:track:38DlSDrx9tgc5Gfq6y3aBa,Republic Records - TWICE,84,84,-1,3,125,C#,Major,75,61,78,40,0,9,6
MORE,20178833,j-hope,spotify:track:7GARzfC1mwhDuk4t9WOACq,BIGHIT MUSIC,2,2,-1,41,97,D,Major,78,31,72,1,0,10,4
MORE & MORE,2382290,TWICE,spotify:track:2bAAj29XGc4h1G4oEGYCmg,Republic Records - TWICE,6,6,-1,18,107,F,Major,74,56,84,3,0,17,6
MOVE,180565,SIXC (6 crazy),spotify:track:4hxHDNSgUPiNL7ofrW2e97,Genie Music Corporation,97,97,-1,4,107,G#,Major,73,82,78,5,0,40,17
MOVE (Prod. by ZICO) - X1 Version,39632,X1,spotify:track:2Hy7yP6pcZOzLNO4aUB4uz,Genie Music Corporation,191,191,-1,1,107,G#,Major,72,79,80,10,0,72,10
MOVE (T5),2391038,TREASURE,spotify:track:4zbjQQ7CDNMG47oF9q05FR,YG Entertainment,12,12,-1,5,95,A#,Major,67,31,55,9,0,30,9
MOVE ON,901040,Pramote Vilepana,spotify:track:0Q3RF9qFwUDYjcmrzSgm8R,Khaosan Entertainment,98,98,-1,17,128,D,Major,62,33,42,78,0,10,3
MUSE,3331752,"PUN, DAVII",spotify:track:7bRSjYVqEPeAvKG1KrlPtI,High Cloud Entertainment,71,71,-1,25,132,G#,Major,75,37,46,38,0,12,8
MY BAG,129056,(G)I-DLE,spotify:track:1t8sqIScEIP0B4bQzBuI2P,Cube Entertainment,136,136,-1,2,94,G#,Minor,84,76,82,9,0,16,16
Mad Love,34406,Mabel,spotify:track:79JBjIq90BrQ8Ws0pUhlzD,Polydor Records,149,149,-1,1,198,C,Minor,62,61,80,66,0,12,20
Mad at Disney,1000424,salem ilese,spotify:track:7aGyRfJWtLqgJaZoG9lJhE,10K Projects,65,65,-1,13,114,C,Major,74,72,62,42,0,69,5
Made For Me,709151,Muni Long,spotify:track:0WIv5qV41y6YjjB9V1biuC,"Supergiant Records, LLC / Def Jam Recordings",150,150,-1,4,120,G,Minor,78,6,47,14,0,13,3
Made You Look,982299,Meghan Trainor,spotify:track:0QHEIqNKsMoOY5urbzN48u,Epic,109,109,-1,8,145,A#,Major,84,88,52,34,0,8,7
Magic,421925,WIM,spotify:track:1urNcISPElPL9gIcYd1VNu,WIM,184,184,-1,2,78,F,Minor,64,68,51,13,0,6,4
Magic Carpet Ride,82823,NCT 127,spotify:track:6F2wRUS8oe71Hs9O58dMKb,SM Entertainment,96,96,-1,1,142,F#,Major,58,40,62,6,0,10,5
Magic Shop,53114,BTS,spotify:track:22ryCgQttpV7oCrn7llGRu,BIGHIT MUSIC,6,157,-1,10,150,C#,Major,53,28,66,10,0,8,9
Magnetic,14103580,ILLIT,spotify:track:1aKvZDoLGkNMxoRYgkckZG,BELIFT LAB,10,10,-1,33,131,F#,Major,80,69,67,26,0,9,7
Mai Aow,63593,"DABOYWAY, YOUNGOHM",spotify:track:14yCfOE9VFmxH8DriXEW6g,Daboyway Publishing,124,124,-1,2,147,D,Minor,62,35,53,22,0,11,14
Make A Wish (Birthday Song),2788690,NCT U,spotify:track:6FdShjf7nA2cqEnpv1tIia,SM Entertainment,16,16,-1,24,101,G#,Major,73,69,80,6,0,6,10
Make A Wish (Birthday Song) - English Version,125582,NCT U,spotify:track:1iPmAMVMqoT2ZromLzo305,SM Entertainment,128,128,-1,2,101,G#,Major,73,69,80,6,0,6,10
Make It Right,871701,BTS,spotify:track:6KUE0HSSudAp9AOycaF6SH,BIGHIT MUSIC,4,4,-1,12,106,G,Major,64,26,71,1,0,13,45
Make It Right (feat. Lauv),1129510,"BTS, Lauv",spotify:track:314ZkcV7oLWG8yWE7LABvH,BIGHIT MUSIC,23,23,-1,15,98,G,Major,58,34,68,3,0,19,42
Make Up (Feat. Crush),191251,"Sam Kim, Crush",spotify:track:19zsSUEuJNzNA6eqInqyF9,Antenna,158,158,-1,4,125,C,Major,70,65,50,50,0,9,8
Make Your Day,54142,NCT 127,spotify:track:3AHenSAPA6AQZZnyuWHJnz,SM Entertainment,143,143,-1,1,118,E,Minor,62,42,41,85,0,25,3
Malibu Nights,3966590,LANY,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,Polydor Records,75,90,-1,95,74,B,Major,56,19,42,70,0,9,20
Mamushi (feat. Yuki Chiba),1753475,"Megan Thee Stallion, Yuki Chiba",spotify:track:5b3XJ1pjrHO5JtY2PcTjnI,Hot Girl Productions,110,110,-1,7,81,C#,Major,89,21,53,3,0,8,21
Maniac,189557,Conan Gray,spotify:track:7hpJ9tATWb2vztlq99hERP,Republic Records,150,150,-1,4,108,G#,Major,63,49,64,0,0,35,4
Mantra,16340652,JENNIE,spotify:track:2CspwnypzT7rcWI9RfsoSb,OA Entertainment/Columbia,3,3,-1,13,117,A#,Minor,89,84,72,0,0,8,4
Maria,1252760,HWASA,spotify:track:2kqnQCChvRpDRAasIwc4Rh,"RBW, Inc",67,67,-1,16,129,A,Minor,66,44,75,24,0,27,6
Mariposa,1588490,Peach Tree Rascals,spotify:track:4ja2gzrNh9VNigzoXfmbwD,"Homemade Projects, LLC / TenThousand Projects, LLC",100,100,-1,27,112,A,Major,69,43,53,65,0,43,3
Maroon,465520,Taylor Swift,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,Taylor Swift,43,43,-1,3,108,G,Major,64,4,40,6,0,10,6
Mastermind,133631,Taylor Swift,spotify:track:7FmYn9e7KHMXcxqGSj9LjH,Taylor Swift,106,106,-1,1,126,E,Major,66,12,36,55,0,8,15
Matsuri,7648788,Fujii Kaze,spotify:track:7AMGgAPFczs3wJgMqu6Eqi,Universal Music LLC,14,14,-1,30,97,C#,Major,66,36,73,1,5,29,3
Mayday (Feat. Joy),46672,"Crush, JOY",spotify:track:3k7ikTNf1Ms0ZfTsoe9Blk,P NATION,196,196,-1,1,75,E,Minor,64,58,64,52,0,20,8
Me & You,75237,EXID,spotify:track:0dSE54vYYvRNWzVTxE2xTL,BANANA CULTURE,90,90,-1,2,107,G,Major,71,78,91,6,0,7,6
Me & You Together Song,62730,The 1975,spotify:track:4AQzk2yNWKs6sYhZi6NzVN,Polydor Records,106,106,-1,1,104,A,Major,17,38,76,0,0,30,4
Mean It,6588305,"Lauv, LANY",spotify:track:3uc8AGNL0KbvISIrjnfRvN,Lauv,3,3,-1,70,96,G,Major,75,33,45,4,0,17,9
Melbourne,23834703,"Morvasu, TangBadVoice",spotify:track:0nYZ6GR0fCPmxqjPOaPGjJ,What The Duck,1,1,-1,103,107,A#,Major,89,61,55,63,0,47,5
Memories,10258151,Maroon 5,spotify:track:2b8fOow8UzyDFAE27YhOZM,Interscope Records*,6,6,-1,99,91,B,Major,78,60,33,84,0,8,6
Merry Go Round,53769,Plastic Plastic,spotify:track:3JgGVWEw4XgRnVUMN269r6,What The Duck,166,166,-1,1,180,G,Major,66,61,60,35,0,7,5
Messy,606802,Lola Young,spotify:track:35ISBknsCeZQtq66xABI9g,Universal-Island Records Ltd.,57,57,-1,2,111,A,Major,80,65,55,10,0,12,4
Met Him Last Night (feat. Ariana Grande),222998,"Demi Lovato, Ariana Grande",spotify:track:4yyX2Iu4xJjW9xMvBZKSBi,Island Records,106,106,-1,4,145,E,Minor,54,12,51,22,0,10,3
Mi Último Deseo,214926,BamBam,spotify:track:4fMtTWgn0ooO3iw29iPITO,Abyss Company,172,172,-1,1,125,B,Minor,64,66,87,0,0,25,5
Michi Teyu Ku (Overflowing),12373053,Fujii Kaze,spotify:track:5glPFBAuA1C85tBcVWVzvO,Universal Music LLC,11,11,-1,33,144,A,Major,56,43,59,47,5,11,3
Midas Touch,1147448,KISS OF LIFE,spotify:track:0vaxYDAuAO1nPolC6bQp7V,S2 ENTERTAINMENT INC.,76,76,-1,5,119,F#,Major,80,85,90,5,0,12,5
Midnight Rain,929325,Taylor Swift,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,32,32,-1,6,140,C,Major,64,23,36,69,0,12,8
Midnight Sky,307185,Miley Cyrus,spotify:track:27ycaQnQAxaPiyeg3nr2aB,RCA Records Label,128,128,-1,5,110,E,Minor,70,23,80,0,0,25,3
Mikrokosmos,908799,BTS,spotify:track:5hnbE5BF2e8BCk9OMR1UVC,BIGHIT MUSIC,3,3,-1,12,174,G#,Major,58,48,86,12,0,5,11
Mind Games,2317949,Sickick,spotify:track:21a1k8q3DJtsF8GorRfcL8,SICK MUSIC,14,14,-1,18,85,A,Major,69,35,45,46,7,17,4
Mine,40305,Bazzi,spotify:track:7uzmGiiJyRfuViKKK3lVmR,iamcosmic,27,189,-1,27,143,E,Major,71,72,79,2,0,45,7
Miracle,181657,GOT7,spotify:track:7EuwGgjGV5mZdiFxkNVNDd,Republic Records - JYP Entertainment,67,121,-1,6,173,G#,Major,40,46,34,81,0,11,3
Mirror Mirror,386285,"F.HERO, MILLI, Changbin (Stray Kids)",spotify:track:59WuWdDH06AYXgdoMENEa3,High Cloud Entertainment,67,67,-1,5,159,C#,Major,74,51,76,1,0,7,19
Misfit,387554,NCT U,spotify:track:4W8cwOcrcDzbWQSWqtKG3g,SM Entertainment,71,71,-1,5,106,D,Major,78,74,98,14,0,31,11
Miss Americana & The Heartbreak Prince,58581,Taylor Swift,spotify:track:214nt20w5wOxJnY462klLw,Taylor Swift,94,94,-1,1,150,B,Minor,66,49,75,3,1,14,7
Mistletoe,933599,Justin Bieber,spotify:track:7xapw9Oy21WpfEcib2ErSA,RBMG/Def Jam,81,81,-1,13,162,F#,Minor,66,85,56,50,0,8,5
Mmmh,44509,KAI,spotify:track:5dntGTbUtmUO239wQ0k3yM,SM Entertainment,196,196,-1,1,137,G,Minor,66,30,72,20,0,20,5
Modern Loneliness,325053,Lauv,spotify:track:7MZF7YLxOP2to9iblSulLc,Lauv,93,93,-1,5,82,G#,Major,70,15,51,14,0,11,4
Mona Lisa,706870,DICE,spotify:track:3H4k0YdtIxrZVORbW57wtp,SONRAY MUSIC,79,79,-1,3,115,F,Minor,81,54,63,30,0,8,4
Monalisa (Version R&B),342249,"Vrach, Secret Boy",spotify:track:1Soy0VES7EBsLEAg1Qu97u,Vrach,149,149,-1,2,107,C#,Major,44,31,25,47,0,11,4
Monday to Sunday,74936,Daily Vitamin,spotify:track:6Zz3J1DWR0mYv7YpckTdtA,Genie Music Corporation,157,157,-1,2,130,F#,Major,70,47,89,15,0,31,8
Money In The Grave (Drake ft. Rick Ross),171540,"Drake, Rick Ross",spotify:track:5ry2OE6R2zPQFDO85XkgRb,Republic Records,85,85,-1,4,101,A#,Minor,83,10,50,10,0,12,5
Monster,2042607,Red Velvet - IRENE & SEULGI,spotify:track:6c1QaQHdDhtFMfUkhueuXK,SM Entertainment,10,10,-1,16,116,E,Minor,63,35,75,21,0,54,5
Monster (Shawn Mendes & Justin Bieber),2698447,"Shawn Mendes, Justin Bieber",spotify:track:1HbA4N1MiOsPthALesGFR1,Shawn Mendes LP4-5 PS/ Island,26,26,-1,23,146,D,Minor,65,55,38,7,0,8,5
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",59887,"24kGoldn, Justin Bieber, J Balvin, iann dior",spotify:track:6FuGJB290AQMAHTfjOYVaK,Records/Columbia,148,148,-1,1,91,G,Minor,72,70,74,15,0,37,4
Mood (feat. iann dior),3465322,"24kGoldn, iann dior",spotify:track:3tjFYV6RSFtuktYl3ZtYcq,Records/Columbia,57,57,-1,50,91,G,Minor,70,73,72,17,0,32,4
Moon,763705,Blackbeans,spotify:track:6A1J0V0lE0kvTfR5pJcqW1,Blackbeans,45,45,-1,8,136,G#,Major,47,32,51,70,0,12,3
Moonlight,5630440,Kali Uchis,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Geffen Records,77,77,-1,33,137,G,Minor,64,90,71,52,0,25,5
Moonlit Floor (Kiss Me),64642693,LISA,spotify:track:3yDRcs0Y4pPzkvMbUfeF9H,Lloud Co./RCA Records,1,1,-1,14,110,F,Minor,73,67,79,13,0,31,11
Moonlit Floor (Kiss Me) - Santa Baby Remix,328422,LISA,spotify:track:2Dtev1Evm1XyyTRhb6UaD8,Lloud Co./RCA Records,90,90,-1,1,110,D#,Major,74,68,84,7,0,27,10
Morning,2130006,LAZYLOXY,spotify:track:29Fh92NfO9dq9T05FMgyAi,Yupp! Entertainment,95,95,-1,31,74,F,Major,57,31,69,81,0,11,37
Moth To A Flame (with The Weeknd),269628,"Swedish House Mafia, The Weeknd",spotify:track:2gpWyfu7eZ01zzncHpxOtA,Republic Records,74,74,-1,4,120,G#,Major,55,10,66,0,0,10,4
Mother's Daughter,71705,Miley Cyrus,spotify:track:2WyRfGeHo97VC5mP1BBSzr,RCA/Legacy,115,115,-1,2,91,F#,Minor,68,53,87,0,0,15,6
Motivation,388738,Normani,spotify:track:0rIAC4PXANcKmitJfoqmVm,Keep Cool/RCA Records,104,104,-1,8,171,E,Major,60,88,89,2,0,30,10
Motley Crew,187063,Post Malone,spotify:track:40uMIn2zJLAQhNXghRjBed,Republic Records,92,92,-1,3,130,D#,Minor,80,29,63,9,0,10,8
Moveไปไหน (Unmovable) / Boys Don't Cry,239833,BRIGHT,spotify:track:6Z9nGVlWmknc1OilcaRF5P,GMM Music Public Company Limited,83,83,-1,4,78,C,Minor,66,62,51,55,0,26,4
Movie Star,180080,CIX,spotify:track:65pVi11JqwSZqUuYAqLP36,WM Korea,75,75,-1,4,112,D#,Minor,72,74,89,11,0,46,6
Mr. Everything,20175828,Billkin,spotify:track:4CHnBhfsGuReet1IMOrueC,Billkin Entertainment,2,2,-1,61,97,C,Major,74,87,60,20,0,18,4
Mr. Incorrect,179477,Malcolm Todd,spotify:track:4IbHvRGmGWNmwaI8x9RMDS,Columbia,120,120,-1,1,114,A#,Major,72,81,67,77,0,18,4
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),290033,Taylor Swift,spotify:track:2CYVETnhM9aytqrazYYwrK,Taylor Swift,68,68,-1,4,136,B,Minor,66,71,82,16,0,7,5
Mushroom Chocolate (with 6LACK),215428,"QUIN, 6LACK",spotify:track:6DEhBd4RGr8MbSAtSNNtai,Fantasy Soul/Interscope Records,109,109,-1,4,148,A#,Minor,73,53,55,76,0,9,6
Music Box : Reflection,252819,j-hope,spotify:track:0PJSXtjkdTjJzZAMyNus02,BIGHIT MUSIC,57,57,-1,2,88,G#,Major,75,12,71,5,78,10,7
"Music, Dance",51937,NCT 127,spotify:track:2zlbTHy7epxEemiunGB5Tv,SM Entertainment,197,197,-1,1,125,C#,Minor,84,74,81,1,0,27,11
Must Be Nice,203491,BamBam,spotify:track:6yqa12mAcSfDOUAkY7xRBb,Abyss Company,194,194,-1,1,150,G,Major,64,34,78,3,29,21,3
My Bad,376739,Khalid,spotify:track:1DUSuNhF8P5vUGNPpQiZa5,"Right Hand Music Group, LLC/RCA Records",45,45,-1,7,85,F,Minor,64,39,57,54,27,26,8
My Boy Only Breaks His Favorite Toys,202746,Taylor Swift,spotify:track:2XXwLdtuAcE0HSCu61ijAb,Taylor Swift,133,133,-1,1,97,C,Major,59,48,60,16,0,30,3
My Ecstasy,142740,"BRIGHT, D Gerrard",spotify:track:1adZCcp1Zd0hCLwh6X2Oym,GMM Music Public Company Limited,136,136,-1,1,150,F,Minor,72,52,76,34,0,30,8
My Favourite Clothes,3470874,RINI,spotify:track:2ZwIO3ufWLFYxtEoam9ydu,Warner Records,102,102,-1,62,120,D,Major,75,29,34,48,0,8,14
My Love Mine All Mine,12936425,Mitski,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Dead Oceans,29,29,-1,45,114,A,Major,50,12,31,87,14,16,3
My Moon,4375401,"Saran, Simon",spotify:track:1kynRiOydIAzpVIXOKf5iH,SARAN,97,97,-1,24,160,B,Minor,76,34,49,77,0,10,39
My Oh My (feat. DaBaby),886315,"Camila Cabello, DaBaby",spotify:track:3yOlyBJuViE2YSGn3nVE1K,Syco Music/Epic,65,65,-1,15,105,G#,Major,72,38,49,2,0,9,3
My Time,438833,BTS,spotify:track:4vTgx6h4seHvkuFh84JXYP,BIGHIT MUSIC,33,33,-1,5,100,C,Minor,67,66,64,15,0,9,3
My Universe,12018600,"Coldplay, BTS",spotify:track:46HNZY1i7O6jwTA7Slo2PI,Parlophone UK,3,3,-1,76,105,A,Major,59,44,70,1,0,20,4
My Universe - Instrumental,99580,"Coldplay, BTS",spotify:track:2sp32rIevQhpbo0Z4aQzoe,Parlophone UK,76,76,-1,1,105,C#,Minor,62,18,59,0,91,14,4
My Universe - SUGA's Remix,54753,"Coldplay, BTS, SUGA",spotify:track:6BeOJPXMstvXolxKbL09kR,Parlophone UK,158,158,-1,1,107,E,Major,56,50,83,0,0,6,4
My You,553116,Jung Kook,spotify:track:0pNFrM5L0te1EXGxveeYiR,BIGHIT MUSIC,96,96,-1,3,144,A,Major,45,35,69,42,0,34,4
My Youth,269813,NCT DREAM,spotify:track:3vG5ilGpaYA2MhVtyTORF1,SM Entertainment,62,62,-1,4,120,C#,Major,78,58,68,56,0,12,4
N33d you,859514,"Kennocha, Naphat",spotify:track:5IEWdmHy3Lr48BPKzE7n2N,4634957 Records DK,138,138,-1,6,127,G#,Minor,67,78,56,18,0,11,5
N95,68277,Kendrick Lamar,spotify:track:2FeBslNBMdR9V58uv6hd2t,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,139,139,-1,1,140,C#,Major,79,41,67,38,0,12,10
NAKKA (with IU),98350,"AKMU, IU",spotify:track:4t2FIqZJORKZGSKg30SShr,YG Entertainment,130,130,-1,2,101,A#,Minor,82,50,64,7,0,12,10
NANANA,4576454,GOT7,spotify:track:2tEMbypmvYhf84mzVbhxwZ,WM Korea,3,3,-1,17,137,F,Minor,71,60,69,8,0,17,3
NASA,112754,Ariana Grande,spotify:track:4SPu0Ql902hTVXkBoNIYtq,Republic Records,60,60,-1,3,75,F#,Major,75,47,46,45,0,25,30
NDA,146933,Billie Eilish,spotify:track:6uqyE384HDSsuwpoF4mjrL,Darkroom/Interscope Records,70,70,-1,2,85,G#,Major,76,55,37,34,52,11,7
NEURON (with Gaeko & YOON MIRAE),15424789,"j-hope, Gaeko, YOON MIRAE",spotify:track:11sirgYaEutV40tkvgpHN6,BIGHIT MUSIC,3,3,-1,34,94,G,Major,67,71,90,8,0,23,25
NIGHT DANCER,4781407,imase,spotify:track:3gmn76fCtpDazGMnN0QMHX,Universal Music LLC,66,66,-1,24,117,G,Minor,92,87,56,9,0,10,8
NIGHT RIDER,82784,Joji,spotify:track:1c39AwcrkN9srI7Az5662I,88rising Music,199,199,-1,1,170,G#,Major,75,4,73,61,91,11,14
NO ONE,301153,"LeeHi, B.I",spotify:track:0lhZsFfTpITnjK5q8lrDLR,YG Entertainment,53,53,-1,7,92,B,Minor,74,54,61,23,0,7,4
NOBODY,122352,TRINITY,spotify:track:6E0AGiI53Ty5VvMFNGqZq0,4NOLOGUE,153,153,-1,2,142,C,Major,72,74,82,18,0,10,6
NOPRADA,255696,Rifle,spotify:track:7wqrxP0FYcaUWSCm66PoJF,Rifle,137,137,-1,2,80,A,Minor,76,44,50,9,0,10,4
NOT BY THE MOON,347999,GOT7,spotify:track:1pmfd0ohjfh1qXPWvjaC1o,Republic Records - JYP Entertainment,58,58,-1,5,152,F,Minor,55,56,82,6,0,22,15
NUNU NANA,342549,Jessi,spotify:track:4Bmk7JYOquhWmSMMW4WebM,P NATION,103,103,-1,5,105,G,Major,74,50,69,2,0,71,3
NVMD,2154611,Denise Julia,spotify:track:7ArVzlFsFsQXNseVXmdOyk,Denise Julia,60,60,-1,20,98,F#,Major,76,42,67,9,0,9,11
Nap of a star,54697,TOMORROW X TOGETHER,spotify:track:6JxNli46YwzPdPiHnEQUeC,Republic Records - TXT,128,128,-1,2,140,G,Major,63,35,45,41,0,10,3
Nasty,2347531,Tinashe,spotify:track:6NjWCIYu1W8xa3HIvcIhd4,"Tinashe Music Inc., under exclusive license to Nice Life Recording Company",85,85,-1,9,100,G#,Major,93,52,41,16,0,13,7
Naughty,53325,Red Velvet - IRENE & SEULGI,spotify:track:0P8lbWigAHXPKxUG60xh79,SM Entertainment,199,199,-1,1,113,G,Major,69,64,76,6,0,12,21
Nectar,57179,WayV,spotify:track:0yWIL3sx36cPUrsj4w82zL,SM Entertainment,167,167,-1,1,115,B,Minor,79,74,82,21,0,8,4
Need to Know,3482358,Doja Cat,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Kemosabe Records/RCA Records,44,44,-1,45,130,C#,Major,66,19,61,30,0,9,7
Neva Play (feat. RM of BTS),4030978,"Megan Thee Stallion, RM",spotify:track:2ZqTbIID9vFPTXaGyzbb4q,Hot Girl Productions,5,5,-1,5,160,D,Major,83,79,76,2,0,9,26
Never Be the Same,754031,Camila Cabello,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,Syco Music/Epic,3,54,-1,37,130,C,Major,64,24,71,18,0,14,7
Never Gonna Come Down,117201,"Mark Tuan, BIBI",spotify:track:2u2QmdOex0MnbWuHmC7jcD,"MARVEL/Hollywood Records, Inc./Interscope Records",107,107,-1,2,150,B,Major,78,87,69,66,0,6,8
Never Goodbye,61698,NCT DREAM,spotify:track:5EAfUqytXYbH0yUZR3QGli,SM Entertainment,154,154,-1,1,92,B,Major,79,54,57,28,0,8,4
Never Let Go,19918956,Jung Kook,spotify:track:2nRMW95dnOILirpjbksLTs,BIGHIT MUSIC,1,1,-1,24,130,A,Major,66,17,77,5,0,24,7
Never Not,3266535,Lauv,spotify:track:4fFfyouye6vrX9o9z4PVMu,Lauv,51,51,-1,67,134,F,Major,47,26,22,69,0,10,4
Never Really Over,919351,Katy Perry,spotify:track:5PYQUBXc7NYeI1obMKSJK0,Capitol Records,24,24,-1,12,100,G#,Major,77,38,88,19,0,32,6
Nevertheless,50962,Night Off,spotify:track:6fG9JVdUx4Ttks3tDwQMRs,ADA Korea,143,143,-1,1,122,F,Major,68,30,26,81,0,11,4
New Genesis,191052,Ado,spotify:track:28MATCYDctW5EiBa2repxb,Universal Music LLC,122,122,-1,2,175,G,Major,49,45,99,5,0,41,25
New Jeans,3407100,NewJeans,spotify:track:6rdkCkjk6D12xRpdMXy0I2,ADOR,18,18,-1,12,134,E,Minor,81,53,72,51,0,12,5
New Light,24895,John Mayer,spotify:track:40FLJc17FMZaPmCQEEZgB0,Columbia,28,184,-1,12,124,G,Major,83,85,69,32,3,7,3
New Normal,47299,Khalid,spotify:track:2CIYemjFXdmCWpJnfbtrD6,"Right Hand Music Group, LLC/RCA Records",150,150,-1,1,92,C,Major,39,24,53,8,0,18,7
New Rules,166324,Dua Lipa,spotify:track:2xJCMIJfcNYDc5iR0sAm2O,Warner Records,5,128,128,77,116,A,Minor,76,61,70,0,0,15,7
New Woman (feat. ROSALÍA),56948799,"LISA, ROSALÍA",spotify:track:7ov3TDp5D00Rnu5R1viX4w,Lloud Co./RCA Records,1,1,-1,21,141,G,Major,48,31,85,9,0,6,28
New Year's Resolution,49457,Morvasu,spotify:track:3BRd3F6VSzsucBg0QLYo6c,What The Duck,171,171,-1,1,112,G,Major,70,19,54,55,1,55,6
New thing (Prod. ZICO) (Feat. Homies),178591,"ZICO, HOMIES",spotify:track:5mdWIwsJAzR97ShGkt8gcR,Genie Music Corporation,141,141,-1,2,175,C#,Major,78,66,86,5,0,26,31
Next Level,6305183,aespa,spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,SM Entertainment,6,6,-1,50,109,B,Minor,82,82,85,49,0,9,17
Next Love,964898,BADMIXY,spotify:track:492eKEx8TLDi1o4odvw0VF,BADMIXY,90,90,-1,5,110,C,Major,79,87,75,20,0,23,4
Nice To Meet Ya,174263,Niall Horan,spotify:track:3cphb8kdsjElYR7r5icK3H,Capitol Records,187,187,-1,4,109,E,Minor,59,39,84,1,0,40,3
Night Changes,5266714,One Direction,spotify:track:5O2P9iiztwhomNh8xkR9lJ,Syco Music,61,61,-1,27,120,G#,Major,67,37,52,86,0,12,4
Nightmare,143904,Halsey,spotify:track:340UVheS8z3ncW9TTUhAbc,Capitol Records,61,61,-1,3,146,A,Minor,61,54,62,2,0,36,8
Nights Like This (feat. Ty Dolla $ign),328426,"Kehlani, Ty Dolla $ign",spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,TSNMI / Atlantic,59,59,-1,9,146,G#,Major,61,29,72,37,0,15,15
Nightwalker,66697861,TEN,spotify:track:4RiudH8RehvLLrk8uNgIdR,SM Entertainment,2,2,-1,47,128,G,Major,44,58,70,11,0,33,11
No,167982,CLC,spotify:track:3sygLAUhHsJsQ0cBk6fxRd,CUBE ENTERTAINMENT,61,61,-1,5,120,F#,Minor,76,69,72,1,0,12,9
No Doubt,1208588,ENHYPEN,spotify:track:44hqFxUWsADWewEJELnncj,BELIFT LAB,33,33,-1,3,130,G#,Minor,84,52,46,11,0,6,8
No Guidance (feat. Drake),221774,"Chris Brown, Drake",spotify:track:6XHVuErjQ4XNm6nDPVCxVX,Chris Brown Entertainment/RCA Records,106,106,-1,5,93,C#,Minor,70,14,45,12,0,16,15
No Manners,71273,SuperM,spotify:track:3dJecOICXVH0e9oDU6wDyN,SM Entertainment/Capitol Records,91,91,-1,1,140,D,Minor,67,38,63,12,0,28,6
No Matter What I Do (feat. JE T’AIME),130268,"ALLY, JE T’AIME",spotify:track:4EqCkq0tmIUVkv3IocHdsM,411 Entertainment,92,92,-1,2,120,C,Major,78,49,77,21,0,8,9
No More Dream,317316,BTS,spotify:track:6GoFIkTKX9CIGgM9APx5UB,BIGHIT MUSIC,90,90,-1,2,168,D,Major,44,59,86,1,0,43,47
"No New Friends (feat. Sia, Diplo, and Labrinth)",136755,"Sia, Diplo, Labrinth, LSD",spotify:track:6Dma0t0hOe6Bd6u5YRKF3n,Records/Columbia,109,109,-1,5,106,G,Major,72,64,70,6,0,14,5
No Shame,46767,5 Seconds of Summer,spotify:track:5JSVa5i6lFPoyOzK4gj0Ox,5 Seconds Of Summer/Interscope,181,181,-1,1,91,G,Major,58,48,81,2,0,10,4
No Sleep (feat. Bonn),166530,"Martin Garrix, Bonn",spotify:track:1ahVFh0ViDZr8LvkEVlq3B,Epic Amsterdam,115,115,-1,6,128,B,Major,44,33,64,13,0,12,3
No Time To Die,327585,Billie Eilish,spotify:track:73SpzrcaHk0RQPFP73vqVR,Darkroom/Interscope Records,57,57,-1,4,74,E,Minor,38,5,22,92,1,8,4
No Way (feat. Thaitanium),21666,"Boom Boom Cash, THAITANIUM",spotify:track:4Pb22vDH05eY0WEStvGeQs,WM/Thailand,19,161,103,10,140,D,Major,82,96,70,49,0,24,15
No Way!,37198,Bazzi,spotify:track:0yYwS7CXKIPC4kWPvZQfsT,iamcosmic,190,190,-1,1,76,C#,Minor,66,36,71,17,0,14,4
No matter,73033,EXO,spotify:track:5fumVsa0IxAEJvHHu2F2k5,SM Entertainment,94,94,-1,1,98,E,Minor,71,43,84,6,0,21,5
