track_name,streams,artist_names,uri,source,peak_rank,rank,previous_rank,weeks_on_chart,bpm,key,mode,danceability%,positiveness%,energy%,acousticness%,instrumentalness%,liveness%,speechness%
ฟ้ามืดทีไร,154466,Dept,spotify:track:6gAbZjrEKkngnPKVB3E1fy,Smallroom,172,172,-1,1,113,C,Major,61,44,58,34,1,17,3
ฟ้ารักพ่อ (DILF),13710416,"BADMIXY, ยุ้ย ญาติเยอะ",spotify:track:45eQSbdATZGC5lowyWUbfH,BADMIXY,8,8,-1,31,115,A,Major,73,70,73,45,0,10,5
ภาพจำ,4195399,Pop Pongkool,spotify:track:4YRpjJaJpiI36HM36Dn5lS,GMM Music Public Company Limited,1,15,-1,103,82,F,Minor,55,46,58,42,0,14,5
ภาพถ่ายวันวาน (1920),166785,PURPEECH,spotify:track:7dff8O8Y71BDjWb9aDYAG4,MILK!,109,193,-1,67,95,A,Major,48,36,59,9,0,53,2
ภาพถ่ายวันวาน - 1920,9699378,PURPEECH,spotify:track:6LwtjDDSNssJNMTH8btwOo,PURPEECH,109,109,-1,66,95,A,Major,61,39,49,35,2,26,2
ภาพฝันในจักรวาล,200980,เขียนไขและวานิช,spotify:track:4qiXjlrbBKtfHU034yerla,เขียนไขและวานิช,184,184,-1,4,109,F#,Minor,45,19,17,82,6,34,3
ภาพหลอน,184105,4EVE,spotify:track:0Ijl6kt4bj0ZylR9DBCWmY,"TPOP INCORPORATION Co.,Ltd.",114,114,-1,3,121,B,Minor,80,34,57,7,0,24,4
ภาพเรา (Good Quality Picture) - From บัส ซิ่ง ไทยแลนด์,739043,BUS,spotify:track:7gdRZLMXECnJ8HnZYm5N23,SONRAY MUSIC,50,50,-1,2,176,A,Major,58,49,70,45,0,10,6
ภาวนา,25654594,MEYOU,spotify:track:7IcfEY0IyV4fdALbwJCw3v,GMM Music Public Company Limited,1,1,-1,135,138,B,Minor,54,52,42,14,0,10,3
ภาวิณี (2018 Remastered),503918,electric.neon.lamp,spotify:track:7qnO1KbAGjzEy22mC3HXua,BEC-TERO ENTERTAINMENT PUBLIC COMPANY LIMITED,150,150,-1,12,168,A,Major,44,47,90,2,0,12,11
ภูเขาบังเส้นผม (Hide you) feat. TWOPEE,3769447,Stamp,spotify:track:5kHLmBd3GTMIFhWdD3berA,123Records,6,50,-1,109,200,B,Major,58,89,71,37,0,7,26
มนต์รักนักแร็พ,221463,"FIIXD, Khun OC, NAMEMT, DIAMOND MQT, Ben Bizzy, YOUNGOHM",spotify:track:4VgS7TMARnwt3ln9c4ZFle,Yupp! Entertainment,127,127,-1,9,162,C#,Major,80,50,82,1,0,33,13
มนุษย์เอ๋ย (HUMAN ERROR),651452,"Pop Pongkool, feat. AUTTA",spotify:track:1vMP3Ni4kGqTaXYRAHQ7iV,GMM Music Public Company Limited,88,88,-1,10,80,A#,Major,54,32,56,72,0,19,7
"มปร. - From ""One Year 365 วัน บ้านฉัน บ้านเธอ""",606362,BNK48,spotify:track:62HjCiXevqwTJic56mGxkS,BNK48 Office,40,40,-1,6,140,D,Major,60,44,63,37,0,10,3
มัธยม,1521753,Polycat,spotify:track:7kTTfNCxGKdm65M2RNEvXp,Smallroom,23,23,-1,11,92,F,Minor,84,75,61,25,0,2,13
มันคงจะดี,53399,NINEW,spotify:track:57M9uf17oi6wcCo3Opvg6W,Marr,193,193,-1,1,82,C,Major,69,38,53,78,0,32,4
"มันดีกว่าที่คิด - จาก ""ละคร อกเกือบหักแอบรักคุณสามี""",5117802,Singto Numchok,spotify:track:3U2vJ9B0vutk3kLqLGkvQn,Bec World Public Company Limited,12,12,-1,33,96,B,Major,86,81,47,53,0,34,4
มันเป็นใคร,9560300,Polycat,spotify:track:4PXdOchDL7aUZghQobIlhX,Smallroom,82,82,-1,124,100,C#,Major,70,54,75,54,0,19,4
มากพอแล้ว,132849,LIL X,spotify:track:4IryNCwOFpLG3CuVMD9dOq,LIL X,117,117,-1,2,182,B,Minor,52,17,51,26,0,15,17
มากับบิ๊ก (feat. OG-ANIC),299537,"D Gerrard, OG-ANIC",spotify:track:5zKV0E5GsIoiNDZ9Xn7bTi,WM/Thailand,43,43,-1,5,121,C#,Major,76,86,94,22,0,36,5
มาดูแมวดำน้ำทำกับข้าวบ้านเรามั้ย (Saturday Night),414518,BRIGHT,spotify:track:13p7WgSfNUXKmWUjskWtSW,GMM Music Public Company Limited,105,105,-1,3,83,C#,Major,54,50,40,49,0,34,5
มาตรฐานสูง,40030,Marc Tatchapon,spotify:track:6yv3mmMy77HFmlgXtr3rmu,Boxx Music,198,198,-1,1,80,G#,Major,58,20,58,79,0,14,3
มานี่มา,139684,Polycat,spotify:track:19cBFJ9ImPvixghm5Qi5yK,Smallroom,166,166,-1,3,103,B,Minor,82,88,81,40,0,3,4
มาเฟียสเปน,1860696,"YOUNGOHM, Younggu, PEE CLOCK",spotify:track:4EoPhAyxGsOgj922kPSHrx,Already Deadd,73,73,-1,25,180,E,Minor,68,45,49,15,0,11,27
มาแตร์เดอี,728020,Kakagoesbackhome,spotify:track:0ghU70CDVpQE9twMLvb618,Kakagoesbackhome,107,107,-1,4,132,C,Minor,82,50,53,54,0,21,7
มีปัญหาปรึกษาดาว,4599478,SERIOUS BACON,spotify:track:4YxaxRxi8lFZdAWS9nCmAn,Boxx Music,10,10,-1,38,160,G,Major,56,39,58,50,0,11,3
มีผลต่อหัวใจ,3701979,NONT TANONT,spotify:track:5lxItfla07vroV2vuGwe75,Yes I am,2,13,13,81,82,B,Major,64,47,67,37,0,8,7
มีอะไรอีกมั้ยที่ลืมบอก (Top Secret),1386922,Timethai,spotify:track:1OMqEyI9gKankUnmPAPG5i,Kamikaze,80,80,-1,9,130,A,Major,72,68,57,11,0,11,3
มีเธอทุกวันก็โอนิ,2593780,"THE TOYS, DJ ONO, Pimtha",spotify:track:3seGmbdxubyOV7rAnUYAWh,What The Duck,22,22,-1,36,95,A,Major,74,87,84,6,0,30,3
มีเหมือนไม่มี,104850,Lula,spotify:track:0Ganp2fdgbNuO7ZjcLu0x1,GMM Music Public Company Limited,109,109,-1,3,82,C,Major,61,44,37,58,0,34,3
มีแค่เรา,3910306,"F.HERO, LAZYLOXY, OG-ANIC",spotify:track:7b9aHUDuKbMztMZQ90I7CY,What The Duck,1,1,-1,35,123,C,Minor,85,90,81,18,0,9,12
มีแต่เธอในหัวใจ,299412,"POKMINDSET, Margie",spotify:track:02fQLERHX9nqlnIfJOciua,Mindset Mob,64,64,-1,4,85,D,Major,73,71,55,55,0,10,9
มีแฟนรึยัง,174903,"Wonderframe, Kanto",spotify:track:3UHt7q3LBNomp1fSZe92EE,WM/Thailand,61,61,-1,3,100,G,Major,77,51,64,13,0,20,5
มุม,694116,Playground,spotify:track:3UObeS9nowAAdOzER5lXlO,Spacebar Music Hub,166,166,-1,15,77,G,Major,57,38,72,26,0,11,3
มูเตลู,367164,PiXXiE,spotify:track:2kOjL0u5y52fT037X7arfl,LIT ENTERTAINMENT,100,100,-1,6,105,A,Major,87,34,75,15,0,14,5
ยอม (Surrender),3636309,"Billkin, PP Krit",spotify:track:6UuJgXnKGdAWeRwD8asDI3,"BKPP ENTERTAINMENT CO., LTD",20,20,-1,11,101,B,Major,79,76,55,8,0,7,7
ยอม (White Flag),12595265,LANDOKMAI,spotify:track:1VfxBuhaRC8rnE4VAPQ4Qk,What The Duck,11,11,-1,38,150,D,Major,62,60,56,55,2,46,3
ยอม...ปล่อย,235886,"CYANIDE, LAZYLOXY",spotify:track:6ilPvEFcvuE8306ytmzSi9,Cyanide,19,49,-1,20,174,B,Minor,74,63,72,58,0,10,24
ยอมแพ้ (Surrender),130794,Lomosonic,spotify:track:2ejwovmjoyIjQ6nAGNM5r3,GMM Music Public Company Limited,64,64,-1,2,146,F#,Minor,51,48,72,34,0,44,3
ยังคงคอย,3472824,Hers,spotify:track:7tFrJ1JPTVmQKVU5XlGQdb,What The Duck,95,95,-1,59,92,D,Major,78,57,27,12,0,11,3
ยังคงสวยงาม (When The Film’s Over),1096566,Tilly Birds,spotify:track:1TpQH7j6SC6RQ4qlpjT38V,GMM Music Public Company Limited,25,25,-1,9,170,E,Major,36,26,54,32,0,10,4
ยังคิดถึง...(Same),1050723,Marc Tatchapon,spotify:track:1OlInnJssr9pXY0Ooa0SDT,Boxx Music,35,164,-1,91,135,G,Major,69,53,41,56,0,12,3
ยังจำได้ไหม (Do You?),161115,SCRUBB,spotify:track:4DSEtYIdhXSgdqoDOZOxRu,Scrubb,74,74,-1,3,120,B,Minor,81,90,73,30,0,11,4
ยังรอ…,682559,Marc Tatchapon,spotify:track:4vI3jw8Fi8fDH0gGWzttGt,Boxx Music,76,76,-1,12,150,D#,Major,59,59,46,72,0,16,3
ยังไง,98395,"Ninja, LAZYLOXY, FRVNKY",spotify:track:55qYCDL74valBWZQQQccW2,Warmlight Team,81,81,81,7,120,G#,Major,82,67,57,20,0,14,7
ยังไปไม่ไหว,1765846,Earth Patravee,spotify:track:1Efq7J3I1fJ4A6RMQQ5S95,Move Records,66,66,-1,27,156,F#,Major,60,26,25,84,0,10,3
ยังไม่รู้ (I Don't Know),3159082,Better Weather,spotify:track:2OQQPlUlrSKu2nOPMwTS2c,Black Sheep,82,82,-1,107,170,D#,Major,44,17,58,19,0,9,3
ยันจุดสิ้นสุดเวลา,6154255,Arert,spotify:track:5XiZuxC57MLauj0IJJ3Qn2,Arert,56,56,-1,29,167,C,Major,54,20,19,92,79,12,4
ยินดี - เพลงประกอบละครมาตาลดา ช่อง 3,30562624,sarah salola,spotify:track:5DMALWZOGyyc7noptzvF2j,CHANDELIER MUSIC,10,10,-1,66,80,C#,Minor,58,46,48,57,0,24,5
ยิ่งดุยิ่งชอบ,295598,Billkin,spotify:track:2EKBiUviGslPW2qgesNsQX,Billkin Entertainment,119,119,-1,1,125,A#,Major,79,88,58,6,0,7,5
ยิ่งเหงายิ่งคิดถึงเธอ,196537,SERIOUS BACON,spotify:track:6CgJl6EjINVDLvRTYIHwl2,Boxx Music,117,117,-1,2,97,A,Major,61,50,64,58,0,17,3
ยิ่งใกล้ยิ่งเก็บ,2632937,"I HATE MONDAY, feat. AUTTA",spotify:track:1GcLstNhtKD1c60tPGxYcH,GMM Music Public Company Limited,15,15,-1,16,108,G#,Major,81,76,67,80,0,54,4
ยิ่งใกล้ยิ่งไม่รู้จัก,6129766,Wan Thanakrit,spotify:track:2opZpuOcnBYJbfqm2IJIMU,Spicy Disc,12,12,-1,40,136,G#,Major,60,43,51,7,0,19,3
ยิ่งไกลยิ่งชัด,569319,Two Popetorn,spotify:track:1a36bnN4bRYpP8pbPdJbft,TWO Popetorn,30,30,-1,5,109,E,Major,79,91,62,34,0,8,7
ยิ้ม,937456,Instinct,spotify:track:6TyMLndAz0THhwDGvcPbsv,GMM Music Public Company Limited,58,58,-1,12,102,E,Major,60,53,76,18,0,26,3
ยิ้ม [Pretend],72086,"Oat Pramote, Pop Pongkool",spotify:track:2LkKns8pl9zFv3txT9kDkh,Khotkool Music,116,116,-1,1,78,A,Major,59,29,41,71,0,10,3
ยิ้มก็พอ feat. Wonderframe,1565432,"TOR Saksit, Wonderframe",spotify:track:089OggImoTkmiPMVtVAs3I,BEC-TERO ENTERTAINMENT PUBLIC COMPANY LIMITED,42,50,50,42,104,A#,Major,81,56,56,58,0,9,6
ยิ้มทั้งน้ำตา,21471698,Billkin,spotify:track:1m1aNI4vjnwmrxateBIXgK,Billkin Entertainment,14,14,-1,75,77,F,Major,54,36,50,37,0,11,3
ยิ้มมา,7075316,BOWKYLION,spotify:track:513AYtCgZ6FSIEg0N8fu7s,What The Duck,10,10,-1,44,79,E,Minor,88,52,51,21,0,10,14
ยิ้มอ่อนและมองบน,808112,Zom Marie,spotify:track:1R0iLr5ct7KgPjgx2vFCDa,Spicy Disc,66,66,-1,12,188,F,Major,43,35,63,7,0,43,3
ยื้อ,3340516,ปรีชา ปัดภัย,spotify:track:4gwYEnoxp8QDqrNwWNsGq9,SERNG MUSiC,17,17,-1,11,116,F,Major,53,26,31,64,0,10,4
ย้าย,49269,SPRITE,spotify:track:0CqwvHOZeAP0kEEOR1NfnI,Hyper Train,180,180,-1,1,125,A#,Major,70,40,63,14,0,15,3
ร W8,9756054,Gene Kasidit,spotify:track:3zc9UfgETcTMGiazW58Klg,Smallroom,62,62,-1,137,160,E,Major,47,40,85,14,0,10,3
รถคันเก่า,60795,atom chanakan,spotify:track:5tYSThnYOKQCEjtvFiGcL0,GMM Music Public Company Limited,104,186,-1,49,104,D,Major,81,89,48,44,0,9,5
รถฉันบินไม่ได้,68901,Three Man Down,spotify:track:7HtAnBi5m2ElQy65N9dFjz,GMM Music Public Company Limited,110,110,-1,1,146,G#,Minor,52,58,89,2,0,36,9
รถด่วนขบวนสุดท้าย,143938,YOUNGOHM,spotify:track:04xHJx2Zj66b8LUIOL6Mwh,Already Deadd Records,79,79,-1,4,97,B,Minor,78,31,52,5,0,10,5
รถไฟบนฟ้า,26882263,D Gerrard,spotify:track:6BqnE3hiqtywrLMJ3ulYDp,WM/Thailand,4,4,-1,45,178,G#,Major,55,46,57,72,0,50,6
รบกวน,2486848,Dept,spotify:track:7BAS21NdSsGX3LTjzpy9sy,Smallroom,18,18,-1,9,154,F,Major,63,89,60,28,0,10,3
รสหวาน,34321847,FREEHAND,spotify:track:2Ab1HQjbMcqHY3TkTycrYr,Freehand,28,28,-1,113,168,C,Major,37,20,57,0,0,10,3
รองช้ำ,6534403,DTK BOY BAND,spotify:track:6Ysl4oCiALsVOAhWikYDzz,Karma Sound Entertainment Ltd,12,12,-1,43,93,A,Major,68,57,66,33,0,27,4
รองเท้าเก่า,248392,Tattoo Colour,spotify:track:3Eu82PdSTJ8whj8KFJj4au,Smallroom,96,173,-1,13,74,G,Major,52,27,58,56,0,12,3
รอยยิ้ม,8348639,SCRUBB,spotify:track:6ezEwX2eZRZlioqYaUPOKX,BEC-TERO ENTERTAINMENT PUBLIC COMPANY LIMITED,50,50,50,172,97,A,Major,70,62,49,30,0,15,3
รอสายคนโสด (THE RAPISODE),197105,OG-ANIC,spotify:track:1m3H2GKv7KYWotKif65JEI,GMM Music Public Company Limited,42,42,-1,3,140,D#,Minor,81,72,63,11,0,16,6
รอหรือพอ (Stay),1601232,Ink Waruntorn,spotify:track:6GWxyilMge5tlHylX0KjSS,Boxx Music,20,20,-1,18,84,F,Major,56,49,77,3,0,16,3
รอให้เธอบอก,3660813,Whal & Dolph,spotify:track:0r7l0cA27fy29MmGU8k1bO,What The Duck,78,78,-1,73,114,D,Major,58,13,34,76,0,16,3
รอไร,27744,"THE TOYS, Jintara, F.HERO, Boom Boom Cash",spotify:track:6stsOcSxVo3HuMC071XCNx,WM/Thailand,150,150,-1,1,140,C#,Major,76,90,94,13,0,25,8
ระยะหัวใจ,118877,FLUKIE,spotify:track:1ZvxQC3jxMuceMdoFo0Cor,FLUKIE,161,161,-1,1,85,C#,Major,65,73,32,69,0,14,3
ระวังเสียใจ (Warning),672153,Violette Wautier,spotify:track:2H5h25NuMFY39z7EOl28eP,Universal Music (Thailand) Ltd.,97,97,-1,6,106,D,Major,86,80,62,60,0,6,6
รักควรมีสองคน,307321,"พร จันทพร, เนย ภัสวรรณ",spotify:track:39MturfdwhAQYpuhx7JXbq,พอดีม่วน STUDIO,72,72,-1,5,136,D#,Minor,57,32,76,43,0,12,3
รักจริง (แค่เมื่อวาน),159698,JustmineNika,spotify:track:0lpAUU1G9B5QOaJqt4t8OH,"TPOP INCORPORATION Co.,Ltd.",185,185,-1,1,140,G,Major,60,35,58,56,0,6,4
รักติดไซเรน (My Ambulance) - From รักฉุดใจนายฉุกเฉิน Original Soundtrack,9550647,"Ice Paris, Pearwah",spotify:track:0vIvE2RgjnMpUQn875C4Vz,Nadao Music,1,1,-1,66,100,D,Major,68,26,52,26,0,21,3
รักทุกวัน,58934,Better Weather,spotify:track:0mOYUZ3IBOrnigemuQI2oX,BEC-TERO ENTERTAINMENT PUBLIC COMPANY LIMITED,99,99,-1,2,95,C,Major,59,49,51,1,0,16,2
รักมือสอง,10885334,Bedroom Audio,spotify:track:6SrJGBmuQGR8SKpPqHfXz4,BEC-TERO ENTERTAINMENT PUBLIC COMPANY LIMITED,22,22,-1,99,100,F#,Minor,68,8,41,34,0,11,3
รักรออยู่ไม่ไกล,2965784,PURPEECH,spotify:track:72UBnP9Be8bZFgGTfm5rwU,MILK!,90,90,-1,16,100,D#,Major,69,66,48,34,0,11,3
รักรักรักรักรักรักรัก (Talk Less),86847,D Gerrard,spotify:track:1LV7y6Foa5JFMOUc0qyj4b,WM/Thailand,168,168,-1,1,137,F,Minor,63,49,62,78,0,13,8
รักเขาแทนฉันที (Promise Me),339556,SERIOUS BACON,spotify:track:4IM1mTEuO6YnyYHNioh7tg,Boxx Music,114,114,-1,2,130,C#,Major,63,74,45,62,0,32,3
รักเธอหัวทิ่มบ่อ,821174,HANGMAN,spotify:track:59yaUIntVy5CFzMjEtueu5,GMM Music Public Company Limited,113,113,-1,3,100,F#,Major,70,52,52,20,0,11,3
รักเลยได้มั้ย? feat. SYPS,132031,"TOR Saksit, SYPS",spotify:track:77xNwVJebbY9dzptd13YjT,BEC-TERO ENTERTAINMENT PUBLIC COMPANY LIMITED,58,58,-1,3,115,B,Minor,90,91,81,24,0,59,26
รักเอย,118052,Maiyarap,spotify:track:1WmvtUnoLkckNjgAY8xDqL,MAIYARAP,163,163,-1,1,106,B,Minor,78,37,50,31,0,11,4
รักเอ๋ย (เพลงจากละคร พนมนาคา),5025643,Bird Thongchai,spotify:track:4p326fEVOplgTi21gnb6CH,GMM Music Public Company Limited,53,53,-1,22,134,F#,Major,56,47,45,62,0,12,3
รักแท้ - True Love (เพลงจากละคร คุณชาย),18450261,NuNew,spotify:track:5m9iZ0wLgpbSBwVW62AZvf,GMM Music Public Company Limited,13,13,-1,59,126,A,Major,67,48,33,38,0,34,7
รักแรก (First Love) [เพลงประกอบภาพยนตร์ รักแรกโคตรลืมยาก My Precious],35963506,NONT TANONT,spotify:track:5Zlwu2g4rzTNfyu28L1bWv,GMM Music Public Company Limited,4,4,-1,72,122,D,Major,55,30,37,79,0,11,4
รักแรกพบ,13727295,Tattoo Colour,spotify:track:19VIBTwlLTX2SKK6e3erAf,Smallroom,65,65,-1,156,128,E,Major,50,41,50,31,0,6,3
รักให้ตาย,1325046,KLEAR,spotify:track:2BMguPRp3o79qdGSQM2boN,GMM Music Public Company Limited,19,19,-1,8,148,E,Major,58,37,72,38,0,13,4
รักได้ป่าว,9905298,"GAVIN:D, PUI, VARINZ, Nonny9, Z TRIP, MITEENNN",spotify:track:5j9eyp0YnOKzAjQyXXXSeb,Gavin D,4,4,-1,67,94,F,Major,81,39,40,45,0,25,4
รักไปทำไม,225076,Gam Wichayanee,spotify:track:5YB8Iu47yiSIObY7wbJWnZ,GMM Music Public Company Limited,91,91,-1,4,94,F#,Major,64,56,67,78,0,11,3
รักไม่มีทางแพ้ (No Matter What) [เพลงประกอบ Club Friday The Series 11],52867,Boy Peacemaker,spotify:track:6eOkVv8c18GzMcwszLnGyF,GMM Music Public Company Limited,155,155,-1,2,134,D,Major,50,38,62,58,0,19,3
รัตติกาล,48973,D Gerrard,spotify:track:3fTdYY6TF2BMg71u28FujP,WM/Thailand,115,115,-1,1,84,F,Major,64,73,57,74,0,15,8
รางวัลปลอบใจ,15282320,"Zom Marie, LAZYLOXY",spotify:track:1PRByEhLOzWd74sjPQjJlS,Spicy Disc,11,11,-1,100,130,E,Major,70,50,66,50,0,55,4
รำวงในดงชบา,146460,"P-Hot, F.HERO, ปู่จ๋าน ลองไมค์, RachYO",spotify:track:5ofuCx6IpPRhqTkjZiTdnx,P-HOT,138,138,-1,3,102,A,Major,93,74,78,6,0,47,6
ริบบิ้นเลิฟคัลเลอร์แบล็ค,839188,"Palmy, Singto Numchok",spotify:track:2RRX6fOUbnX4bRreb3ZU6w,GMM Music Public Company Limited,67,67,-1,6,95,A,Major,62,68,67,16,0,11,6
ริมหาดทราย,703495,"Z9, GLAR, 2T FLOW",spotify:track:4pBwZlClhq6vV6qdSkyf00,Z9,82,82,-1,11,107,G,Major,86,77,41,68,0,15,5
รู้กันแค่นี้ - mint,9892784,BOWKYLION,spotify:track:6ck9dK5Wh0lZvvBsX49HZD,What The Duck,10,10,-1,40,176,D,Major,59,62,53,61,0,15,3
รู้งี้เป็นแฟนกันตั้งนานแล้ว (Safe Zone) - From แปลรักฉันด้วยใจเธอ Part 2,14947403,"Billkin, PP Krit",spotify:track:3r7Wk2nT2Vwlnb7xDI4pnE,Nadao Music,2,2,-1,98,90,F#,Minor,75,60,55,69,0,16,10
รู้ตัวอีกที,797403,MEYOU,spotify:track:6eAn3ifcCuuVDPwVhOyvDx,GMM Music Public Company Limited,65,65,-1,12,129,E,Major,69,45,45,47,7,38,15
รู้ทั้งรู้,131827,OG-ANIC,spotify:track:0KnDJSGxu03x8idlKLKKki,Og-Anic,22,173,-1,29,110,B,Minor,81,18,48,13,0,11,3
รู้ได้แล้วมั้ย,307429,Zom Marie,spotify:track:2fAYsOKKzU1pm197MekRoC,Spicy Disc,79,79,-1,5,94,F,Minor,78,49,84,1,0,31,4
ร่มสีเทา,28040527,Whatcharawalee,spotify:track:6z56u8jPSSroDFrJVD5cMf,"Tinnamou Music Score Co., Ltd.",55,55,-1,222,170,E,Major,56,79,75,42,0,21,24
"ร้องไปกับฟ้า (Original Soundtrack ""ภาพยนตร์ 4KINGS II"") [feat. D Gerrard]",11582366,"LHAM, D Gerrard",spotify:track:18VklhRVxmgQZAwtDkeC8K,Shinesaeng Ad.Venture,11,11,-1,35,172,D,Major,53,65,63,16,0,18,3
ร้องไห้จนเบลอและเผลอลืมตัวเอง,5004850,เรนิษรา,spotify:track:70wKI9WP10zLCIx8Z7iHMs,Reinizra,86,86,-1,30,92,A#,Major,65,85,74,54,0,9,4
ร้อนของ,676492,Tattoo Colour,spotify:track:4ALKXOGup8dkWWKI73PZoP,Smallroom,27,27,-1,5,123,A,Major,64,80,79,20,0,16,3
ฤดู,7212652,Dept,spotify:track:1s23B2S9KKl0s9tmRvbr28,Smallroom,77,77,-1,67,146,D,Major,50,44,86,14,27,9,3
ฤดูของเธอ (Your Season),5660919,NuNew,spotify:track:5Ssjl0BJRFKtjxbgZlnoj9,Universal Music (Thailand) Ltd. Distributed Labels,43,43,-1,18,120,A#,Major,72,74,57,23,0,8,4
ฤดูร้อน,1053178,Paradox,spotify:track:50cwvYngX2bfeNHGlCOCZl,GMM Music Public Company Limited,168,168,-1,23,115,C#,Minor,73,73,59,3,0,12,3
ลงใจ,27684535,BOWKYLION,spotify:track:69ubzIqMB8QgoWZiazDrQ3,What The Duck,1,1,-1,167,75,C,Major,58,32,48,50,0,11,3
ลบยัง (Re-Move On) (เพลงประกอบซีรีส์ My Love Mix-Up! เขียนรักด้วยยางลบ),1250921,"GEMINI, FOURTH",spotify:track:7GduvXiDhWS3G13g55SjKB,GMM Music Public Company Limited,179,179,-1,6,174,G#,Major,56,89,71,38,0,9,16
ลบไม่ได้ช่วยให้ลืม (Erase),17760121,Ink Waruntorn,spotify:track:5AMYykC6sdveY7NfwHNUm4,Boxx Music,3,3,-1,101,146,G#,Major,53,59,72,9,0,30,12
ลบไม่ได้ช่วยให้ลืม (LIVE SESSION),54351,"Billkin, Ink Waruntorn",spotify:track:3Khb91fABvzbk3O6Km7aFT,Boxx Music,153,153,-1,1,76,C,Major,46,26,54,63,0,15,3
ลม (Remaster),44016,Num KALA,spotify:track:0bXoFpU60gcnq93Q5JvVm4,GMM Music Public Company Limited,200,200,-1,1,144,E,Major,44,38,13,88,0,11,3
ลองฟังแล,826694,โต๋เหน่อ,spotify:track:6NUtxPKkQKAsS5NbhAWCFz,เสียงเพลงของโจร,166,166,-1,5,130,A,Major,60,28,63,26,0,17,3
ลองรวย,98763,DTK BOY BAND,spotify:track:0VDWl6BdOaNd6rLWJieVaL,Udom Taepanich,132,132,-1,2,140,C,Minor,73,76,64,13,0,15,13
ลองรัก,122963,DTK BOY BAND,spotify:track:1YAB6pOtZ3eyLbFb18UApX,Udom Taepanich,60,60,-1,2,129,C,Major,67,37,52,3,0,8,35
ลองเลิกกันดีไหม (Next Chapter),137062,PiXXiE,spotify:track:7sBi5mkwgckfb68RDRWKMS,LIT ENTERTAINMENT,194,194,-1,1,148,D#,Major,60,21,45,59,0,13,4
ลอยทะเล (Original by Joey Boy) (feat. NARA THEPNUPA & GUYGEEGEE),216498,"CDGuntee, NARA THEPNUPA, GUYGEEGEE",spotify:track:3lEKVsTevzcoffF6uSudZe,Sony Music Entertainment Thailand,175,175,-1,1,107,C,Major,58,25,71,50,0,36,15
ลังเล,3583712,PP Krit,spotify:track:592XwpszQAW8olTXXIesls,PP Krit Entertainment,18,18,-1,13,92,B,Major,72,75,54,66,0,11,7
ลั่นทม (เพลงประกอบละคร หอมกลิ่นความรัก),12347435,Cocktail,spotify:track:2uZ6hKHh0UjZMz0YKzCLT1,GMM Music Public Company Limited,16,16,-1,35,172,G,Major,43,32,40,93,0,10,3
ลา ลา ลา,38678115,Dept,spotify:track:27OEf7iSIOJ14txp16xweP,Smallroom,14,14,-1,152,178,A,Major,39,24,72,1,0,5,3
ลาก่อน,40156442,YourMOOD,spotify:track:3vfwUrq22haMmIJyyyI7Hq,WHOOP,5,5,-1,109,135,B,Major,56,76,85,2,0,11,3
ลาก่อน - Acoustic Version,256192,YourMOOD,spotify:track:4T6LUO2hrMWQCcX49i8u3G,What The Duck,142,142,-1,2,140,B,Major,71,38,19,88,0,12,4
ลาลาลอย (100%),4780122,THE TOYS,spotify:track:3f3L2MP4oniV1bmSxGbcW4,What The Duck,1,1,-1,64,85,D,Major,68,78,74,26,5,11,3
ลำพัง,51025,"LAZYLOXY, MILLI",spotify:track:2QKbEe3ImuSeI281OeZJOp,Yupp! Entertainment,147,147,-1,1,104,C#,Major,79,39,47,33,0,12,27
ลิ้นติดไฟ,1187833,TangBadVoice,spotify:track:67hJMeiFdhYqqYy3IV1p2d,TangBadVoice,24,24,-1,7,160,F#,Minor,82,47,49,0,0,14,30
ลึก ลึก (Deep),303886,SCRUBB,spotify:track:4E1bQnmjQbremnUwHI37qj,BEC-TERO ENTERTAINMENT PUBLIC COMPANY LIMITED,76,76,-1,5,128,E,Major,72,61,72,26,0,11,5
ลืมตา,37447,เล็ก พงษธร,spotify:track:6JUngCJP0erm8Xwlu6RP1D,Universal Music (Thailand) Ltd.,184,184,-1,1,124,F#,Major,64,18,63,75,0,9,3
ลืมว่าต้องลืม (Forgot to forget),636553,Getsunova,spotify:track:1jiODYTuaDs79iafD4Oiqw,GMM Music Public Company Limited,33,33,-1,5,136,B,Major,54,50,67,45,0,11,3
ลืมแทบไม่ไหว,1574699,"Saran, MaiMhon",spotify:track:7DNNJcCstLheOvqLsiq2Qz,SARAN,85,85,-1,14,150,C#,Major,64,43,56,68,0,8,12
ลืมได้แล้ว,2578868,O-Pavee,spotify:track:5OB2XiDmrwQFJFyqVVWtLm,Boxx Music,65,65,-1,42,126,C,Major,66,33,49,72,0,14,3
ลืมไป (Blind) [feat. ปู่จ๋าน ลองไมค์],10621500,"WANYAi, ปู่จ๋าน ลองไมค์",spotify:track:4XqtyE2i3U1z2rMVcgnYX6,"HOLYFOX CO., LTD.",5,5,-1,68,152,G,Major,69,84,82,5,0,33,7
ลืมไปก่อน,1798682,"Buddha Bless, แสตมป์ อภิวัชร์",spotify:track:4FqihJCXbisi7QYobU7ff6,GMM Music Public Company Limited,95,144,-1,121,200,C#,Major,53,76,64,47,0,12,8
